"user","age","gender","location","distribution_excellent","distribution_very_good","distribution_avergae","distribution_poor","distribution_terrible"
"A-l-x-gr","","","","","","","",""
"Maps47692641398","","","Binyamina, Israel","","","","",""
"Freedom60917712304","","","Khalkis, Greece","","","","",""
"IngaLie","","","Riga, Latvia","50.0","18.0","4.0","0.0","0.0"
"Anya_liv","","","","3.0","0.0","0.0","0.0","0.0"
"nikomil","","man","Belgrade, Serbia","8.0","1.0","0.0","0.0","0.0"
"Mobile25556197039","","","Kicevo, Republic of North Macedonia","","","","",""
"htheoharis","","","Glyfada, Greece","7.0","1.0","1.0","0.0","0.0"
"zornitsa2016","","","Pernik, Bulgaria","2.0","0.0","0.0","1.0","0.0"
"Trail19861832425","","","Athens, Greece","","","","",""
"angelobK5587GF","","","Sydney, Australia","1.0","4.0","2.0","0.0","1.0"
"kirsten997","","","Vienna, Austria","","","","",""
"kismoka","","","Badacsonytomaj, Hungary","9.0","0.0","3.0","0.0","1.0"
"Evaggelia M","","","","3.0","6.0","1.0","0.0","0.0"
"Mel12352","","","","","","","",""
"giorgosfoutas","","","Αthens","151.0","28.0","15.0","8.0","3.0"
"Vasilis N","","","Athens, Greece","","","","",""
"OrpheusTexas","","","Texas","103.0","143.0","20.0","1.0","1.0"
"BackPacker802066","","","","","","","",""
"zoharfreiberg","","man","Haifa, Israel","21.0","0.0","0.0","0.0","0.0"
"StephYoong","","woman","Singapore, Singapore","4.0","8.0","2.0","0.0","1.0"
"mbatz2018","","","","","","","",""
"ThomasKaiser123","","","Vienna, Austria","15.0","1.0","3.0","0.0","1.0"
"TassosKla","","","Athens, Greece","","","","",""
"kim l","","","Enschede","2.0","1.0","0.0","1.0","0.0"
"Nomad269384","","","","","","","",""
"ch_lazaridis","","","","6.0","0.0","0.0","0.0","0.0"
"schmidlin2018","","man","Breisach am Rhein, Germany","","","","",""
"Psihe","","man","Gorizia, Italy","36.0","7.0","2.0","2.0","0.0"
"Serra K","","","Istanbul, Turkey","4.0","0.0","0.0","0.0","0.0"
"mtsrsppdpls","","","","3.0","0.0","0.0","0.0","0.0"
"nieu39","","","The Hague, The Netherlands","","","","",""
"Sorina1410","","","Tel Aviv, Israel","14.0","0.0","1.0","0.0","0.0"
"EFI P","","","","","","","",""
"dtheodosiou","","","Athens, Greece","","","","",""
"888adrianv","25-34","man","Bucharest, Romania","63.0","9.0","10.0","6.0","4.0"
"lamibenny","","","Washington DC, District of Columbia","","","","",""
"Noam_Avnery","","","Ramat Gan, Israel","11.0","25.0","3.0","4.0","2.0"
"antonivillaverde","","","Barcelona, Spain","","","","",""
"Gruberhana","","","","21.0","4.0","7.0","0.0","1.0"
"AthanasiosKyrlesis","","","Athens, Greece","","","","",""
"VASILIKI729","35-49","woman","Larissa, Greece","7.0","0.0","0.0","0.0","1.0"
"cstavr86","","","Athens, Greece","","","","",""
"465george","","","Nicosia, Cyprus","","","","",""
"touringuy_11","","","Beersheba, Israel","8.0","11.0","3.0","2.0","1.0"
"399rayman","","","Thessaloniki, Greece","","","","",""
"aRoxana_Popa","","man","Bucharest, Romania","2.0","2.0","2.0","0.0","0.0"
"StefPap","","man","Athens","8.0","2.0","0.0","0.0","1.0"
"loseade","","","Fontana Liri, Italy","14.0","0.0","2.0","1.0","1.0"
"Israel P","","","Haifa, Israel","2.0","0.0","0.0","1.0","0.0"
"klekois","","","","","","","",""
"BackPacker780283","","","","","","","",""
"ColinJ890","50-64","man","Eastham, United Kingdom","201.0","86.0","31.0","14.0","7.0"
"vagd2016","","","Athens, Greece","11.0","8.0","1.0","1.0","0.0"
"ewakulisz","","","","","","","",""
"velonirho","","","Rhodes, Greece","","","","",""
"dlila2018","","","Tirana, Albania","","","","",""
"inikushev","","","Skopje, Republic of North Macedonia","","","","",""
"Artan L","","","","","","","",""
"Spyros L","","","","","","","",""
"527dimitrios","","","","","","","",""
"SotiriaKatara","","","Thessaloniki, Greece","","","","",""
"Theocharis S","","","Evosmos, Greece","10.0","4.0","0.0","3.0","2.0"
"507zerrina","","","Istanbul, Turkey","32.0","5.0","0.0","0.0","0.0"
"akica86","","","Belgrade, Serbia","","","","",""
"isabellavitale80","","","Milan, Italy","","","","",""
"Sorin V","","man","Mangalia, Romania","","","","",""
"Sofkica","","","","","","","",""
"SlavicaS147","","","","","","","",""
"FilipS1731","","","","","","","",""
"TijanaS119","","","","","","","",""
"Marija M","","","","","","","",""
"ζαχος x","","","","","","","",""
"Aleksandar E","","man","Republic of North Macedonia","","","","",""
"613demyk","","","","5.0","5.0","1.0","0.0","1.0"
"313kadirt","","","Erzurum, Turkey","11.0","8.0","9.0","3.0","3.0"
"zaktony","","","Athens, Greece","","","","",""
"Q5909HI_","","","","","","","",""
"dennisv553","","","Union City, California","","","","",""
"Elizabeth B","","","Sydney, Australia","","","","",""
"luloona","25-34","","Paris, France","3.0","1.0","0.0","0.0","0.0"
"ilana s","","","Acre, Israel","","","","",""
"Plasmo43","","","","","","","",""
"MBMD_25","","","Phoenix, Maryland","5.0","2.0","0.0","0.0","0.0"
"Antoine P","","","Villepinte, France","","","","",""
"kata_valentova","","","Benešov","","","","",""
"albertoL2824XT","","","","","","","",""
"MasanobuU2","","","","6.0","8.0","1.0","0.0","0.0"
"MartinWesterstrand","","","Kalmar, Sweden","2.0","4.0","0.0","1.0","0.0"
"leexpatlife","","woman","Athens, Greece","13.0","6.0","1.0","1.0","0.0"
"oana534","","","","","","","",""
"George B","","man","Jaffa, Israel","","","","",""
"Marco08081953","From Saint-mitre","","Saint-mitre-les-remparts, France","","","","",""
"GtSi","","","Cagliari, Italia","16.0","2.0","0.0","0.0","0.0"
"emmahJ3107OM","","","Liverpool, United Kingdom","37.0","2.0","1.0","1.0","3.0"
"Κωνσταντινος Φ","","man","Berlin, Germany","","","","",""
"cesar730","","","","","","","",""
"R7686RD_","","","Guildford, United Kingdom","","","","",""
"T7731GNalexandrap","","man","Bucharest, Romania","","","","",""
"georgiv471","","","Sofia, Bulgaria","","","","",""
"mgrd2017","","","","","","","",""
"I4990UG_","","","Athens, Greece","","","","",""
"I9197FM_","","","Athens, Greece","","","","",""
"_A5546WA","","","Athens, Greece","","","","",""
"_T7558VG","","","Athens, Greece","","","","",""
"448pascalg","","","","","","","",""
"geozog","","","Miami Beach, Florida","","","","",""
"cuiweierpku","","","","","","","",""
"gerard945","","","","","","","",""
"Dardan S","","","","","","","",""
"DavideMaccabruni","35-49","man","Thalwil, Switzerland","22.0","9.0","1.0","0.0","0.0"
"akis70","","","Athens, Greece","1.0","2.0","0.0","0.0","0.0"
"yordankam2017","","","Razgrad, Bulgaria","","","","",""
"B6825NG_","","","","","","","",""
"607jnb","","man","Stuttgart, Germany","1.0","1.0","1.0","0.0","0.0"
"_S9172WK","","","Athens, Greece","","","","",""
"Trip339749","","","","3.0","0.0","0.0","0.0","0.0"
"R2418LE_","","","","","","","",""
"tzvetelinak2017","","","","","","","",""
"I7360WC_","","","","","","","",""
"Gavotte_dmajor","25-34","woman","Tallinn, Estonia","8.0","0.0","0.0","0.0","0.0"
"K3146JC_","","","athens","","","","",""
"Ma M","35-49","woman","Heraklion, Greece","59.0","43.0","11.0","2.0","4.0"
"sash0e","","","Skopje, Republic of Macedonia","","","","",""
"bojank955","","","Skopje, Republic of North Macedonia","","","","",""
"G4276ME_","","","Athens, Greece","","","","",""
"_I582QF","","","Athens, Greece","","","","",""
"L3481IMjohnd","","","Brighton, United Kingdom","","","","",""
"RokTraveller","","","","","","","",""
"StefanPlovdiv","","","Plovdiv, Bulgaria","","","","",""
"jasminas25","","","Plovdiv","","","","",""
"_B1331VP","","","Athens, Greece","","","","",""
"_F8611SH","","man","Dresden, Germany","","","","",""
"612leight","","","Melbourne, Australia","2.0","0.0","0.0","0.0","3.0"
"yasineyu","","","Istanbul, Turkey","3.0","1.0","1.0","0.0","1.0"
"_P8803HK","","","Athens, Greece","7.0","2.0","1.0","0.0","0.0"
"N8145WF_","","man","Berlin, Germany","","","","",""
"dimitriosf2016","","","Athens, Greece","","","","",""
"stefanom678","35-49","man","Lugo, Italy","142.0","70.0","21.0","2.0","1.0"
"argyrof2018","35-49","woman","Athens, Greece","7.0","3.0","2.0","0.0","0.0"
"S7978EJ_","","","Athens, Greece","","","","",""
"305christosa","","","Athens, Greece","65.0","15.0","1.0","1.0","0.0"
"Srdjan C","","","Nis","","","","",""
"Panagiotis B","","","Santorini, Greece","","","","",""
"JOHNNYCHIOTIS","35-49","man","Athens, Greece","2.0","6.0","5.0","0.0","0.0"
"Dananyan","","","Yerevan, Armenia","","","","",""
"_Y344XE","","","Alexandroupoli, Greece","","","","",""
"_H6063BF","","","Athens, Greece","","","","",""
"GreenCommerce_Greece","","","Athens, Greece","","","","",""
"H3286FR_","","","Nicosia, Cyprus","","","","",""
"_T8179LA","","","Ioannina, Greece","","","","",""
"moshes1234","","","Kfar Saba, Israel","25.0","4.0","2.0","5.0","7.0"
"WillieTheScot","","","Crete, Greece","12.0","2.0","0.0","0.0","0.0"
"A9051FZ_","","","Athens, Greece","","","","",""
"Dora Z","","","Sofia, Bulgaria","3.0","2.0","0.0","0.0","0.0"
"Rumen S","","","Sofia, Bulgaria","1.0","2.0","0.0","0.0","0.0"
"ct64Athens","","","Athens","","","","",""
"Kserkses","","","Warsaw, Poland","","","","",""
"se0ny0ngp","","","Palaiseau, France","","","","",""
"28warrenn","","","Melbourne, Florida","","","","",""
"paulbN3626SA","","","Poitiers, France","","","","",""
"699pilarm","","","Amsterdam, The Netherlands","","","","",""
"geoffd30","","","Kaag, The Netherlands","","","","",""
"895stanimirah","","","Sofia, Bulgaria","","","","",""
"854ovidiua","","","Bucharest","3.0","0.0","0.0","0.0","0.0"
"94rubenj","","","Hasselt, Belgium","","","","",""
"Thanassisg","","","","","","","",""
"Paula J","","","","","","","",""
"Nanotech_Expert","","","Warsaw, Poland","2.0","5.0","0.0","0.0","0.0"
"I8504XV_8","","","Athens, Greece","","","","",""
"Reisgids","","","Amsterdam","0.0","3.0","0.0","0.0","0.0"
"jeanfrancoisp373","","","Rambouillet, France","","","","",""
"joanne1964736","","","Edinburgh, United Kingdom","45.0","12.0","2.0","1.0","0.0"
"Valantis K","","","","3.0","0.0","0.0","0.0","0.0"
"C1443MI_","","","Athens","","","","",""
"_W8164UZ","","","Larnaca, Cyprus","","","","",""
"_Y4103XZ","","","Nicosia, Cyprus","","","","",""
"egeralis","","","Kavala, Greece","1.0","0.0","0.0","1.0","2.0"
"W2771JV_","","","Nicosia, Cyprus","","","","",""
"M932PLjohnv","35-49","man","Piraeus, Greece","220.0","71.0","38.0","19.0","43.0"
"H8575DX_","25-34","man","Larissa, Greece","19.0","11.0","5.0","6.0","3.0"
"560hristoh","","","Sofia, Bulgaria","","","","",""
"_G1076MC","","","Larissa, Greece","","","","",""
"Michalis_17","25-34","","Larnaca, Cyprus","5.0","1.0","1.0","1.0","0.0"
"mikalina2013","","","Thessaloniki, Greece","39.0","23.0","14.0","5.0","10.0"
"abulilr","","man","Western Romania, Romania","5.0","1.0","0.0","0.0","0.0"
"romaing284","","","Grenoble, France","","","","",""
"annaI9224TZ","","","Athens, Greece","","","","",""
"conferenceguest2016","","man","Erlangen, Germany","","","","",""
"SvetoslavPanev","25-34","man","Sofia, Bulgaria","10.0","2.0","0.0","1.0","4.0"
"G4525OB_","","","Heraklion Prefecture, Greece","","","","",""
"Joana L","","","Lisbon, Portugal","","","","",""
"y0ungj00e","","","Daegu, South Korea","","","","",""
"Koramaz","50-64","man","Istanbul, Turkey","9.0","23.0","4.0","2.0","1.0"
"W6535ZCjulieh","","","Grenoble, France","","","","",""
"zhiqiangg2016","","","Singapore, Singapore","","","","",""
"naokir","","","Tokyo, Japan","1.0","1.0","1.0","0.0","0.0"
"Rafaela N","18-24","woman","Patras, Greece","40.0","44.0","13.0","2.0","0.0"
"kandreop_","","","West Greece, Greece","","","","",""
"O8540LI_","","","Patras, Greece","","","","",""
"Gregor K","","man","Berlin, Germany","1.0","1.0","2.0","0.0","0.0"
"Nicolas E","25-34","man","Eindhoven, The Netherlands","21.0","6.0","3.0","0.0","0.0"
"itsirigot","","","Heraklion, Greece","3.0","0.0","0.0","0.0","1.0"
"Voulip","","","Athens, Greece","3.0","0.0","1.0","1.0","0.0"
"K68AT_","","","Athens, Greece","","","","",""
"_Y3615WW","","","Athens, Greece","","","","",""
"JustinJennings","35-49","man","Pretoria, South Africa","0.0","2.0","6.0","1.0","0.0"
"stefanosp140","35-49","man","Athens, Greece","112.0","2.0","0.0","0.0","0.0"
"_N4363JY","","","","","","","",""
"Panos A","","","","","","","",""
"AMC286","","","","","","","",""
"DrSincereTraveller","50-64","man","Izmir, Turkey","92.0","97.0","25.0","9.0","5.0"
"_C485OK","","","","","","","",""
"Z1307SK_","","","","","","","",""
"t_kreibaum","","","","","","","",""
"Ventsislavspasov","","","","","","","",""
"_U5092VI","","","","","","","",""
"Dimitra S","","","","","","","",""
"sokratism2014","","","","","","","",""
"_C4839DC","","","","","","","",""
"Egesta F","","","Tirana, Albania","15.0","1.0","0.0","0.0","1.0"
"Francine68_10","35-49","woman","Athens, Greece","28.0","9.0","4.0","1.0","0.0"
"siewmr","","","","","","","",""
"Ivana F","25-34","woman","Zagreb, Croatia","18.0","3.0","2.0","0.0","0.0"
"Mateja_ml","","","Ljubljana, Slovenia","27.0","9.0","2.0","2.0","0.0"
"AlexiaSandis","","","Athens, Greece","9.0","2.0","1.0","0.0","1.0"
"Liisa M","","","","","","","",""
"bokica018","","","","","","","",""
"rogert151","50-64","man","Bungay, United Kingdom","38.0","56.0","20.0","0.0","1.0"
"baltatzisd","35-49","man","Thessaloniki, Greece","23.0","22.0","19.0","1.0","0.0"
"310-Sunray","","","","","","","",""
"Mchristodoulou1","","","","","","","",""
"Adelle7","","","","","","","",""
"742eirinik","","","","","","","",""
"MartyO_13","","","","","","","",""
"mvs68","","","","","","","",""
"GauderioExplorer","","","","","","","",""
"Missmilney","","","","6.0","4.0","3.0","1.0","0.0"
"JKW101","35-49","woman","Lavenham, United Kingdom","27.0","8.0","3.0","1.0","0.0"
"georgechristinis","50-64","man","Athens, Greece","46.0","6.0","11.0","4.0","3.0"
"GreeceKos","35-49","man","Ioannina, Greece","27.0","55.0","19.0","3.0","3.0"
"DublinIrelandPeter","50-64","man","Dublin, Ireland","30.0","88.0","12.0","0.0","0.0"
"Dirk3061","35-49","man","Redu, Belgium","48.0","39.0","31.0","5.0","1.0"
"jamesgH7024RL","","woman","Bologna, Italy","","","","",""
"Luiza M","25-34","woman","Athens, Greece","14.0","14.0","9.0","5.0","2.0"
"OkanT_13","","","","","","","",""
"Katie T","","","","","","","",""
"Fidel_Castroo","","","Toronto","","","","",""
"Evripidis K","35-49","man","Athens, Greece","3.0","1.0","0.0","0.0","0.0"
"ovigalea","50-64","man","Oradea, Romania","28.0","31.0","4.0","0.0","0.0"
"SOTA_3","25-34","man","Athens, Greece","14.0","12.0","0.0","1.0","1.0"
"Lorenzo558","","","Liverpool, United Kingdom","29.0","45.0","17.0","3.0","1.0"
"AeD2008","35-49","man","Rome, Italy","13.0","44.0","21.0","5.0","0.0"
"Oana N","35-49","woman","Bucharest, Romania","79.0","88.0","32.0","13.0","3.0"
"vagpol56","50-64","man","Voula, Greece","28.0","54.0","26.0","45.0","14.0"
"Svetlana D","","","Sofia, Bulgaria","","","","",""
"Andis A","","","Nicosia, Cyprus","12.0","3.0","0.0","1.0","2.0"
"Kostas K","35-49","man","Corfu, Greece","29.0","17.0","7.0","1.0","2.0"
"Yorkshrman","","","Skipton","30.0","29.0","6.0","3.0","0.0"
"Despina P","25-34","woman","Brussels, Région De Bruxelles-Capitale, Belgium","","","","",""
"Veroniki P","","","Thessaloniki, Greece","","","","",""
"vang_12","","","Athens, Greece","2.0","3.0","4.0","1.0","1.0"
"pan0s_athens","35-49","man","Athens, Greece","64.0","8.0","5.0","0.0","2.0"
"Ievy_777","35-49","woman","Volos, Greece","2.0","2.0","1.0","0.0","1.0"
"gdarsinos","35-49","man","Athens, Greece","30.0","17.0","3.0","1.0","0.0"
"PavelChinezu","35-49","man","Timisoara","10.0","4.0","1.0","0.0","0.0"
"monterey_07","","","","","","","",""
"theodeled","","","","2.0","5.0","1.0","2.0","1.0"
"mine_ist","35-49","woman","Istanbul, Turkey","33.0","20.0","4.0","4.0","0.0"
"key_raf21","","","Athens, Greece","9.0","0.0","2.0","0.0","0.0"
"Arina78","","","","","","","",""
"Lyubomir T","","","","","","","",""
"tinamas","","woman","Thessaloniki, Greece","11.0","7.0","3.0","3.0","0.0"
"exEnglishTeacher","35-49","woman","London, United Kingdom","3.0","6.0","0.0","0.0","0.0"
"dstavr","","","","","","","",""
"Beverley T","","","St. Albans, United Kingdom","4.0","5.0","3.0","4.0","0.0"
"Eran G","","","Hod Hasharon","5.0","17.0","4.0","1.0","0.0"
"RDimi","","","Athens, Greece","7.0","7.0","0.0","0.0","0.0"
"masgchips","25-34","woman","Montreal, Canada","12.0","5.0","5.0","2.0","1.0"
"Daisy1948","","woman","Laredo, Texas","44.0","3.0","1.0","1.0","0.0"
"KuriaG","","","Vancouver","17.0","6.0","4.0","1.0","0.0"
"davidtova","50-64","man","Afula, Israel","39.0","26.0","15.0","0.0","0.0"
"manoula","35-49","woman","athens","11.0","7.0","6.0","4.0","3.0"
"makis_04","","","Drama, Greece","12.0","12.0","4.0","2.0","1.0"
"clownshoes","35-49","man","London UK","16.0","42.0","34.0","7.0","1.0"
"Ivo J","","","Skiathos, Greece","","","","",""
"Anna T","","","Thessalonike, Thessaloniki, Greece","","","","",""
"istan1060","","","Athens, Greece","2.0","1.0","3.0","1.0","0.0"
"Maggy P","","","London, United Kingdom","","","","",""
"annz_11","","woman","Drama, Greece","5.0","5.0","6.0","2.0","1.0"
"Pocadeli","","","","","","","",""
"Conram","","man","Giv'atayim, Israel","74.0","74.0","17.0","0.0","0.0"
"sumeet_in_london","25-34","man","London, United Kingdom","2.0","2.0","0.0","0.0","0.0"
"NaomiPT","35-49","woman","Petach Tikva","15.0","7.0","4.0","1.0","0.0"
"annmonty","","","","","","","",""
"MARCEL057","","","","","","","",""
"inikolaou","","","","","","","",""
"lasabIstanbul","","","istanbul","","","","",""
"AngeKenos","","","","","","","",""
"Timothy-Athens","","","Athens, Greece","6.0","9.0","2.0","1.0","0.0"
"ioanna v","","","","","","","",""
"raulvives","","","","","","","",""
"okalyteros","35-49","woman","greece","1.0","0.0","0.0","2.0","0.0"
"GlosOldSpot","35-49","man","Munich, Germany","6.0","13.0","8.0","0.0","3.0"
"monsieurms","","man","Philadelphia, Pennsylvania","4.0","3.0","4.0","3.0","1.0"
"rolandDusseldorf","","man","dusseldorf","3.0","0.0","0.0","0.0","0.0"
"Toni R","","","","","","","",""
"_K4094CA","","","","","","","",""
"T2017GX_","","","","","","","",""
"annaeN9744HM","","","","","","","",""
"phuketbill","","","Mirissa, Sri Lanka","2.0","0.0","0.0","1.0","1.0"
"Guillaume S","","","","3.0","0.0","0.0","0.0","1.0"
"Lucas H","","","","5.0","0.0","0.0","0.0","0.0"
"mohender","","","","","","","",""
"Katerina M","","","","","","","",""
"greenwayscoop","","","","","","","",""
"metzis","","","","4.0","2.0","0.0","0.0","0.0"
"Natalianniko","","","","","","","",""
"veck00","","","Skopje, Republic of North Macedonia","","","","",""
"emmy13120","","man","Berlin, Germany","","","","",""
"omorfizoi","","","Greece","10.0","1.0","1.0","4.0","1.0"
"Hello1342","","","","","","","",""
"143charlesb","","man","Mansfield, Australia","11.0","0.0","0.0","0.0","0.0"
"leychica","","","San Francisco, California","1.0","1.0","1.0","0.0","0.0"
"antoine-leminh","","man","Filderstadt, Germany","2.0","2.0","3.0","0.0","2.0"
"Manuela L","","","","3.0","0.0","0.0","0.0","0.0"
"Boristhebos","","","","","","","",""
"SarahJYN","25-34","woman","Melbourne, Australia","57.0","47.0","11.0","2.0","0.0"
"bozi226","","","Kavala, Greece","19.0","0.0","0.0","0.0","0.0"
"NikolayG","35-49","man","Moscow, Russia","76.0","67.0","35.0","12.0","2.0"
"AndreaB1188","","woman","Bohumin, Czech Republic","20.0","6.0","1.0","0.0","0.0"
"Freedom528811","","","","","","","",""
"EBNY17","","","New York City, New York","11.0","10.0","3.0","3.0","1.0"
"Luschka S","","","","4.0","0.0","0.0","0.0","0.0"
"Giddi G","","","Lehavot Habashan, Israel","","","","",""
"María C","","","","","","","",""
"majam679","","","","3.0","1.0","0.0","0.0","0.0"
"Ben H","","","","","","","",""
"Rob K","","","","","","","",""
"tsvetle","25-34","woman","Sofia, Bulgaria","70.0","85.0","57.0","4.0","1.0"
"joseph n","","man","Bali, Indonesia","0.0","17.0","4.0","2.0","0.0"
"witing","","","The Hague, The Netherlands","","","","",""
"tolgay259","","man","Istanbul, Turkey","","","","",""
"613linas","","man","Ann Arbor, Michigan","4.0","0.0","0.0","0.0","0.0"
"Umit O","","","","","","","",""
"GlobeTrotting726689","","","","","","","",""
"Compass675120","","","","","","","",""
"Anastasiou I","","","","","","","",""
"coterzo","","man","Thessaloniki, Greece","","","","",""
"Luca S","25-34","man","Novara, Italy","2.0","3.0","0.0","0.0","2.0"
"evlahandreas","","woman","Chapala, Mexico","15.0","5.0","1.0","1.0","1.0"
"Andra G","","","","2.0","3.0","0.0","1.0","0.0"
"ShirleyW1157","","","","","","","",""
"21silkev","","","","2.0","13.0","8.0","1.0","2.0"
"Allie L","","","","","","","",""
"SlowTrippery","35-49","man","Antwerp Province, Belgium","45.0","37.0","20.0","4.0","4.0"
"Ellen P","25-34","woman","Oslo, Norway","13.0","6.0","2.0","0.0","0.0"
"Engin Anıl Y","","","","","","","",""
"manu-wan","35-49","man","Dortmund, Germany","19.0","41.0","18.0","8.0","3.0"
"sgalinou","25-34","woman","Kozani Region, Greece","2.0","2.0","1.0","0.0","0.0"
"Tim W","","","","","","","",""
"Joe1994","","man","Goettingen, Germany","1.0","1.0","4.0","0.0","1.0"
"BoianBoianov","","","Sofia, Bulgaria","","","","",""
"Asmita B","","","","","","","",""
"Edlin S","","","","14.0","2.0","2.0","1.0","0.0"
"Marzia B","","","","3.0","4.0","0.0","0.0","0.0"
"christosPashiardis","35-49","man","Nicosia, Cyprus","50.0","42.0","27.0","8.0","11.0"
"Christina S","","","","","","","",""
"Darsey K","","","","","","","",""
"Paraherg","","","Christchurch, New Zealand","","","","",""
"Aygul I","","","Tbilisi, Georgia","","","","",""
"jntss1","","","Sunnyvale, California","","","","",""
"Tom G","","","","6.0","2.0","0.0","0.0","0.0"
"NativeAngeleno1950","","","Mexico","4.0","1.0","0.0","0.0","0.0"
"crazymartyp","","","Lamezia Terme, Italy","","","","",""
"PaulaNR","18-24","woman","Sao Paulo, SP","38.0","13.0","5.0","2.0","1.0"
"Sveta R","","","","","","","",""
"Сара С","","","","","","","",""
"samah_rafiq_","18-24","woman","New Delhi, India","6.0","12.0","1.0","0.0","0.0"
"HamdanAlyammahi","","","","12.0","5.0","0.0","0.0","0.0"
"Lesley t","18-24","man","Nijmegen, The Netherlands","6.0","4.0","2.0","2.0","0.0"
"stream7","","man","Athens, Greece","","","","",""
"Last M","","","","","","","",""
"meriperi2016","","man","Dusseldorf, Germany","7.0","0.0","0.0","0.0","0.0"
"Talitha B","","","","2.0","4.0","0.0","0.0","0.0"
"Line Neståker A","","","","2.0","2.0","2.0","0.0","0.0"
"Rose J","35-49","woman","netherlands","4.0","44.0","23.0","6.0","0.0"
"fabio_italian","","","Rome, Italy","18.0","1.0","1.0","2.0","1.0"
"midasLancaster","","","Lancaster","","","","",""
"Petar J","","","Rome, Italy","","","","",""
"iamgrisza","","","Perugia, Italy","","","","",""
"UniverzalniGolub","","woman","Belgrade, Serbia","","","","",""
"285edgarp","","","Madrid, Spain","20.0","6.0","1.0","1.0","0.0"
"Frindlerta","18-24","woman","New York City, New York","71.0","14.0","10.0","4.0","2.0"
"Petya L","","","","31.0","10.0","3.0","3.0","1.0"
"Carl F","","","","","","","",""
"Ines B","","","","","","","",""
"CarPoch","25-34","man","Erba, Italy","7.0","7.0","0.0","1.0","1.0"
"Rachel b","","","London, United Kingdom","3.0","8.0","3.0","0.0","0.0"
"coltonaut","","","","","","","",""
"ubai1982","","","","","","","",""
"Kasper A","","","","","","","",""
"Eileen T","","woman","Singapore, Singapore","8.0","6.0","4.0","0.0","0.0"
"Milica R","","","","","","","",""
"Ian G","35-49","man","York, United Kingdom","72.0","19.0","4.0","3.0","4.0"
"yair r","50-64","man","Israel","","","","",""
"Kristi P","25-34","woman","Zurich, Switzerland","","","","",""
"TopkapiMuenster","35-49","man","Winnipeg, Canada","6.0","10.0","8.0","3.0","2.0"
"KristinaTep","18-24","woman","Tallinn, Estonia","29.0","1.0","2.0","0.0","0.0"
"Thiago F","18-24","man","Rio de Janeiro, RJ","8.0","3.0","0.0","0.0","0.0"
"Vicentevgv","","","","","","","",""
"Iris G","","","","","","","",""
"Louis100002015","","","Pristina, Kosovo","","","","",""
"Rebecca D","","","","25.0","13.0","11.0","2.0","1.0"
"timpel_800","","","Amsterdam, The Netherlands","2.0","7.0","1.0","0.0","0.0"
"vassilopoula","35-49","woman","Athens, Greece","9.0","7.0","0.0","0.0","0.0"
"erhnesen","25-34","man","Istanbul","9.0","3.0","0.0","0.0","0.0"
"anz1311","50-64","man","Nice, France","2.0","5.0","0.0","0.0","0.0"
"Renata W","","","","19.0","2.0","1.0","0.0","2.0"
"panos k","35-49","man","Karditsa, Greece","","","","",""
"hectorolivabolanos","","","","7.0","6.0","1.0","1.0","0.0"
"Harry H","","","Athens, Greece","","","","",""
"Tehmina K","","","London","4.0","7.0","2.0","0.0","0.0"
"KingGeorgeV","","","","","","","",""
"Skyler C","","","","","","","",""
"Kohan W","","","","","","","",""
"whoever_ch","","","","","","","",""
"sheilag1234","","","","","","","",""
"deluxetrolley","","","","","","","",""
"114AlexandraM","","","","","","","",""
"erol kerem K","","","","","","","",""
"TomerM-S","","","","","","","",""
"Mary J","","","","","","","",""
"VirveM","","","","7.0","0.0","0.0","0.0","1.0"
"Petru_ru","","","Genoa, Italy","","","","",""
"travellerhereandther","","","Sofia, Bulgaria","","","","",""
"B_Ghent","","","Ghent, Belgium","1.0","0.0","1.0","1.0","0.0"
"MeganPino","","","","","","","",""
"Anonymoustraveler2","","","Canada","2.0","2.0","3.0","1.0","1.0"
"2014MIHALIS","","","Rome, Italy","13.0","0.0","0.0","0.0","0.0"
"seeblick_12","","","","","","","",""
"Sebastiaan W","","","","","","","",""
"dimitrisangelousis","","","Toroni, Greece","5.0","0.0","0.0","0.0","0.0"
"Slava P","","","","","","","",""
"dunyaergun","","","","","","","",""
"amagandabag","","","","","","","",""
"JacquiHop","","","","","","","",""
"kate p","","woman","Newcastle, United Kingdom","","","","",""
"Paula S","","","","9.0","2.0","0.0","0.0","0.0"
"huss0","25-34","man","Doha, Qatar","11.0","7.0","2.0","1.0","0.0"
"Ahmet Koray Y","","","Istanbul, Turkey","","","","",""
"Agniya1311","","","Moscow, Russia","","","","",""
"juriRome","35-49","man","Rome, Italy","6.0","0.0","0.0","0.0","0.0"
"Štěpán U","","","Prague, Czech Republic","","","","",""
"Bill C","","","Brussels, Belgium","","","","",""
"KyriZ","","","","","","","",""
"sharerez","","","","","","","",""
"836marcoP","","","","","","","",""
"ertugrul e","","","","","","","",""
"katy c","","","","","","","",""
"Lydia E","","","","","","","",""
"DeeLayla","","","","","","","",""
"Michelle L","","","","","","","",""
"Tagaar","","","","","","","",""
"LiNLt","","","","","","","",""
"Eloise M","","","","","","","",""
"ExploraO","","","","","","","",""
"Paola F","","","","","","","",""
"frederique d","","","","","","","",""
"Denise B","","","","","","","",""
"Cristian87663249","","","","","","","",""
"maureen_mae_sullivan","","","","","","","",""
"acwolfe","","","","","","","",""
